Age,AnnualIncome,AverageTransactionValue,DiscountSensitivity,ShoppingFrequency,AgeGroup,Cluster
1.0639529655102895,-0.891188304147575,-1.2877270043171891,1.0,2.0,2.0,1
-0.4443444054994776,-0.3931539567969631,0.8270703904697231,1.0,2.0,1.0,2
0.633010859507499,-0.2716506639962852,-1.391162070941536,1.0,0.0,2.0,1
1.0639529655102895,0.990970225786066,0.1367537501724534,1.0,1.0,2.0,1
0.0943332270040107,0.933993824787547,-1.391162070941536,1.0,2.0,1.0,0
-0.659815458500873,-1.2161077801121023,-1.391162070941536,0.0,1.0,0.0,0
1.279424018511685,0.0760693072239705,0.1232622197431908,1.0,1.0,2.0,1
0.7407463860081968,-0.6834504584842737,0.7315053832624464,1.0,2.0,2.0,1
-0.1211378259973846,-1.2288243962024432,0.0940305704797885,1.0,2.0,1.0,0
0.4175398065061037,-0.1941091104141681,-0.2286418656200753,0.0,1.0,1.0,0
-0.0134022994966869,-0.2849633714658607,-0.436636293071207,0.0,2.0,1.0,0
0.7407463860081968,2.4324185293388347,-1.391162070941536,1.0,1.0,2.0,1
-0.5520799320001752,0.4516565504234495,-0.9077155638929596,1.0,2.0,0.0,0
0.633010859507499,-1.347148534980536,-0.616523365461375,1.0,2.0,2.0,1
0.956217439009592,-0.5395937389622936,1.0901552338403435,0.0,2.0,2.0,1
-0.4443444054994776,1.0362234963263022,0.2885334675016577,1.0,2.0,1.0,2
1.0639529655102895,2.096322340013656,-1.391162070941536,0.0,2.0,2.0,1
-0.0134022994966869,-1.554141266419794,0.2660475834528867,1.0,2.0,1.0,2
-0.4443444054994776,-1.8461763679632055,-0.5310770060760452,0.0,1.0,1.0,0
-0.659815458500873,1.8802888893226717,-0.8593709131881018,0.0,0.0,0.0,0
-0.2288733524980822,0.4085889482737407,0.5898443137551891,1.0,1.0,1.0,2
0.2020687535047084,-0.8411166282918582,1.0609235845769416,1.0,1.0,1.0,2
-0.4443444054994776,0.5526443649221323,0.9484941643330864,1.0,2.0,1.0,2
1.0639529655102895,-2.5970528086725464,-1.0415065739831468,1.0,0.0,2.0,1
0.4175398065061037,0.0248551228913871,-0.4456306466907154,1.0,2.0,1.0,0
-0.659815458500873,0.3471915362125641,0.2739176428699565,0.0,0.0,0.0,2
0.2020687535047084,0.9397560414534828,0.9990874034428212,1.0,0.0,1.0,2
-0.4443444054994776,-0.9857681363194846,-0.636760661105269,1.0,1.0,1.0,0
0.633010859507499,0.1066189904097501,-0.3073424597907738,1.0,0.0,2.0,1
0.8484819125088944,-0.8978943321639656,-1.3416931260342395,1.0,1.0,2.0,1
0.7407463860081968,0.2752135021699712,-1.391162070941536,1.0,2.0,2.0,1
-0.0134022994966869,-0.8679904146390237,0.8158274484453376,1.0,2.0,1.0,2
0.633010859507499,-0.3839642147004277,1.4263192003694702,1.0,1.0,2.0,1
-0.0134022994966869,-0.96783572066084,-0.1791729207127791,1.0,2.0,1.0,0
0.8484819125088944,0.6683854410568746,1.0305676411111009,0.0,1.0,2.0,1
0.5252753330068014,0.8743846868640747,0.3087707631455516,1.0,0.0,2.0,1
1.0639529655102895,-0.2115944575383867,-0.8233934987100682,1.0,2.0,2.0,1
0.7407463860081968,0.059478097168604,0.307646468943113,0.0,1.0,2.0,1
0.5252753330068014,-1.417636340575042,1.6309407452132862,1.0,0.0,2.0,1
0.0943332270040107,-0.2762206979037513,-0.1386983294249913,1.0,0.0,1.0,0
0.7407463860081968,-0.0283957069869148,1.6612966886791272,1.0,0.0,2.0,1
0.5252753330068014,2.625204416239665,-1.391162070941536,1.0,1.0,2.0,1
-0.7675509850015706,-1.083229076824362,0.8259460962672845,0.0,0.0,0.0,2
-0.1211378259973846,1.4761389342015283,-0.0004101425250496,1.0,1.0,1.0,2
0.0943332270040107,1.0118830983408844,-0.4343877046663299,1.0,2.0,1.0,0
-0.7675509850015706,0.3002990143794325,0.0052113284871431,1.0,2.0,0.0,0
0.4175398065061037,1.7686707785609694,-1.391162070941536,1.0,1.0,1.0,0
-0.0134022994966869,0.3912029497127279,-0.3455684626736844,1.0,2.0,1.0,0
0.309804280005406,0.4081418797393146,0.3031492921333588,1.0,1.0,1.0,2
1.1716884920109871,-0.0312768153198827,1.5634830930669734,1.0,1.0,2.0,1
0.956217439009592,1.2371062911284043,-0.6806081350003723,1.0,2.0,2.0,1
-0.0134022994966869,1.1108342672938485,-1.0066534537075518,0.0,1.0,1.0,0
-0.5520799320001752,-0.6000970139546181,-0.6626194277613555,1.0,1.0,0.0,0
-0.5520799320001752,-1.2891289740683562,0.9305054570940696,0.0,2.0,0.0,2
-0.7675509850015706,-0.180150637283755,0.2716690544650794,0.0,2.0,0.0,2
-0.3366088789987799,-0.7733112339039083,-0.694099665429635,0.0,2.0,1.0,0
0.2020687535047084,-0.0416090658932846,0.4785391877137726,0.0,2.0,1.0,2
-0.1211378259973846,1.2508660671324057,0.0108327994993358,1.0,0.0,1.0,2
0.0943332270040107,-0.4328437077976751,0.9912173440257512,1.0,2.0,1.0,2
-0.1211378259973846,-0.0210439133096866,-0.8874782682490655,1.0,1.0,1.0,0
0.0943332270040107,0.0791491126833499,-0.4669922365370478,0.0,2.0,1.0,0
-0.0134022994966869,0.864400156261893,-0.5389470654931151,1.0,2.0,1.0,0
0.4175398065061037,-2.2107359206468424,-1.391162070941536,1.0,1.0,1.0,0
-0.659815458500873,-0.5812704612271214,0.2345673457846072,1.0,1.0,0.0,2
-0.7675509850015706,0.231400785796219,0.195217048699258,1.0,2.0,0.0,2
0.8484819125088944,1.2137593787750445,-0.0926022671250107,1.0,2.0,2.0,1
-0.3366088789987799,-0.4672183106668775,-0.3624328757102627,0.0,2.0,1.0,0
-0.5520799320001752,-1.842848191095812,-1.391162070941536,1.0,2.0,0.0,0
0.4175398065061037,0.6371899922102574,-0.571551597363833,1.0,1.0,1.0,0
-0.0134022994966869,-0.6097338245855795,-0.4838566495736261,1.0,2.0,1.0,0
-0.5520799320001752,-1.1604229104352586,-0.9999076884929206,0.0,2.0,0.0,0
-0.7675509850015706,-0.59875580835134,-0.27923510472981,1.0,2.0,0.0,0
-0.5520799320001752,-0.1618208273722872,0.3559911196479707,1.0,0.0,0.0,2
-0.3366088789987799,-0.5792834899630056,2.022195127661902,1.0,0.0,1.0,2
0.7407463860081968,-2.169704964042852,0.0985277472895427,1.0,2.0,2.0,1
0.633010859507499,0.9127332322615086,0.1918441660919423,1.0,1.0,2.0,1
-0.5520799320001752,1.288072104052973,-0.1814215091176562,0.0,2.0,0.0,0
-0.7675509850015706,0.6687828353096977,-1.391162070941536,0.0,2.0,0.0,0
-0.3366088789987799,-1.1087616575682493,-0.1285796816030443,1.0,1.0,1.0,0
0.633010859507499,-0.1786604088356682,-0.0307660859908904,1.0,0.0,2.0,1
-0.1211378259973846,0.0150196151340141,2.6709128824689445,1.0,0.0,1.0,2
0.0943332270040107,0.6163764682186449,-0.314088225005405,1.0,1.0,1.0,0
0.7407463860081968,0.68547339392827,0.2413131109992385,1.0,2.0,2.0,1
0.7407463860081968,-0.7078902050328973,-0.1375740352225527,1.0,1.0,2.0,1
0.2020687535047084,0.1029430935711359,-1.391162070941536,1.0,2.0,1.0,0
0.5252753330068014,0.4757982512824558,1.1868445352500592,1.0,1.0,2.0,1
1.1716884920109871,1.4678433291738453,0.747245502096586,1.0,2.0,2.0,1
-0.1211378259973846,0.721437573808765,0.7910929759916895,1.0,1.0,1.0,2
0.956217439009592,0.8054367839992582,-1.1202071681538457,1.0,2.0,2.0,1
1.279424018511685,0.104781041990443,1.479161027884082,1.0,2.0,2.0,1
-0.4443444054994776,1.4227887557600207,-1.391162070941536,1.0,0.0,1.0,0
-0.3366088789987799,0.4286076837597068,0.5617369586942254,1.0,2.0,1.0,2
-0.1211378259973846,-0.8339635317410415,2.3639805652032204,1.0,1.0,1.0,2
0.5252753330068014,1.4157350077724098,-1.2123992927538063,0.0,2.0,2.0,1
0.7407463860081968,0.7148805686371831,-0.7345742567174227,0.0,2.0,2.0,1
0.309804280005406,-0.4186368632592475,0.0142056821066514,1.0,2.0,1.0,0
-0.4443444054994776,-0.454849414547757,-0.6637437219637942,1.0,2.0,1.0,0
0.5252753330068014,0.3161451102107556,-1.391162070941536,1.0,1.0,2.0,1
-0.1211378259973846,0.4816598165115973,-0.0206474381689435,1.0,2.0,1.0,0
1.1716884920109871,0.2174919869474088,-1.2922241811269437,1.0,0.0,2.0,1
-0.659815458500873,0.3307990232836092,0.4346917138186691,0.0,1.0,0.0,2
0.2020687535047084,1.710402846240775,-1.1314501101782308,1.0,2.0,1.0,0
0.5252753330068014,1.0860468007740045,1.644432275642549,1.0,1.0,2.0,1
-0.2288733524980822,0.2108853074942239,-0.978546098646588,1.0,1.0,1.0,0
0.4175398065061037,0.9566949714800694,-0.4602464713224166,1.0,1.0,1.0,0
0.4175398065061037,-1.004296643357364,0.8169517426477761,1.0,2.0,1.0,2
1.279424018511685,0.4168348790198211,-1.391162070941536,1.0,2.0,2.0,1
0.309804280005406,1.8190405001063037,0.1569910458163473,1.0,1.0,1.0,2
-0.1211378259973846,-0.195102596046226,1.3712287844499813,1.0,0.0,1.0,2
-0.7675509850015706,-0.8206011499898631,-1.391162070941536,0.0,1.0,0.0,0
-0.7675509850015706,-0.6263250346409459,0.1097706893139282,0.0,2.0,0.0,0
1.279424018511685,-1.0610246729478685,0.1940927544968194,1.0,1.0,2.0,1
0.5252753330068014,-0.7581605780150258,0.7809743281697425,1.0,2.0,2.0,1
0.0943332270040107,-0.3466091549350517,-1.391162070941536,1.0,2.0,1.0,0
-0.5520799320001752,-1.3749164583965536,-1.391162070941536,0.0,2.0,0.0,0
-0.1211378259973846,0.037025321884096,0.4886578355357195,1.0,1.0,1.0,2
-0.2288733524980822,0.9178993575482096,0.2356916399870458,1.0,2.0,1.0,2
-0.0134022994966869,-0.8803593107581442,0.1828498124724339,1.0,2.0,1.0,0
0.0943332270040107,1.5308799925279173,0.2907820559065348,1.0,1.0,1.0,2
-0.3366088789987799,0.5289497325975521,-0.8627437957954175,1.0,2.0,1.0,0
-0.7675509850015706,1.0453635641412349,0.16261251682854,1.0,2.0,0.0,2
1.1716884920109871,-0.6320375770252787,0.2311944631772916,1.0,2.0,2.0,1
0.2020687535047084,0.870460418617446,-0.9009697986783282,1.0,0.0,1.0,0
0.4175398065061037,-1.0633096899016017,1.9997092436131307,1.0,1.0,1.0,2
0.7407463860081968,0.905927855681912,0.4346917138186691,0.0,2.0,2.0,1
0.0943332270040107,0.1922077776115359,-1.391162070941536,1.0,1.0,1.0,0
1.279424018511685,0.5711728719600117,0.6404375528649238,1.0,1.0,2.0,1
0.956217439009592,-1.1464147630232426,-1.1944105855147895,1.0,2.0,2.0,1
0.956217439009592,-0.8677420432310092,0.7865957991819353,1.0,1.0,2.0,1
1.279424018511685,0.6148365654889553,1.204833242489076,1.0,1.0,2.0,1
0.4175398065061037,-0.9206451531380908,-1.021269278339253,1.0,1.0,1.0,0
-0.1211378259973846,0.4817094907932002,0.98447157881112,1.0,2.0,1.0,2
-0.659815458500873,-1.3367169358439284,0.3661097674699176,0.0,1.0,0.0,2
-0.5520799320001752,0.8641517848538786,0.8259460962672845,1.0,1.0,0.0,2
0.956217439009592,-1.2029937697689386,2.0345623638887256,0.0,2.0,2.0,1
-0.3366088789987799,0.5701793863279538,-0.3736758177346482,1.0,2.0,1.0,0
0.956217439009592,0.6430515574393988,-0.9459415667758702,1.0,2.0,2.0,1
0.956217439009592,-0.6707338423939329,-1.0988455783075128,0.0,2.0,2.0,1
0.956217439009592,0.5997355838816756,-1.0156478073270605,0.0,1.0,2.0,1
-0.659815458500873,0.2802306046118635,-0.1847943917249718,0.0,2.0,0.0,0
-0.659815458500873,-0.5138127868103918,0.285160584894342,1.0,2.0,0.0,2
-0.3366088789987799,-0.9805026624695778,0.2132057559382748,1.0,1.0,1.0,2
-0.7675509850015706,-1.928337629734392,0.8315675672794773,0.0,2.0,0.0,2
-0.7675509850015706,0.3688991972730286,-0.0836079135055023,1.0,0.0,0.0,0
1.1716884920109871,-1.53312904530177,1.536500032208448,1.0,2.0,2.0,1
-0.659815458500873,0.1162061267591085,-0.3961617017834192,0.0,2.0,0.0,0
0.4175398065061037,-0.2402068437416535,2.8713183240536164,1.0,2.0,1.0,2
-0.2288733524980822,0.6962030387544951,0.6055844325893288,1.0,2.0,1.0,2
-0.4443444054994776,-0.2785553891390874,-1.0617438696270407,1.0,2.0,1.0,0
0.309804280005406,-0.3057768954574731,-1.3023428289488903,0.0,1.0,1.0,0
0.956217439009592,0.7486094058455479,0.4436860674381775,0.0,0.0,2.0,1
-0.2288733524980822,0.3543943070449837,-0.3489413452810001,0.0,2.0,1.0,0
-0.3366088789987799,0.3356174285990899,0.7045223224039212,1.0,1.0,1.0,2
1.279424018511685,0.4877200788671503,0.4335674196162306,1.0,1.0,2.0,1
-0.659815458500873,-1.504069590564077,-0.1802972149152176,0.0,1.0,0.0,0
-0.2288733524980822,0.7733471980837889,-1.0505009276026551,0.0,2.0,1.0,0
0.309804280005406,0.6299872213778378,-1.391162070941536,0.0,2.0,1.0,0
0.8484819125088944,-0.9885498960892466,-0.6007832466272354,0.0,2.0,2.0,1
0.8484819125088944,-0.2209828967613336,0.8641720991501952,1.0,1.0,2.0,1
-0.7675509850015706,-0.017566713597484,0.1423752211846461,1.0,1.0,0.0,2
0.0943332270040107,-0.1120968714877907,-1.391162070941536,1.0,2.0,1.0,0
-0.2288733524980822,0.3532021242865142,0.0962791588846656,0.0,2.0,1.0,0
0.8484819125088944,1.4435526054700305,0.3346295298016382,1.0,0.0,2.0,1
-0.5520799320001752,1.0962300285025977,-1.0920998130928816,1.0,1.0,0.0,0
1.279424018511685,-1.282174574643951,0.0749175690383332,1.0,0.0,2.0,1
-0.4443444054994776,0.6395246834455934,-0.0330146743957676,0.0,1.0,1.0,0
1.1716884920109871,1.341770002465701,-1.383292011524466,1.0,2.0,2.0,1
0.0943332270040107,0.4058071885039787,0.3042735863357974,1.0,1.0,1.0,2
-0.2288733524980822,1.10537009631753,0.532505309430823,2.0,1.0,1.0,2
-1.0907575645036636,2.020668409132449,1.119386883103746,2.0,2.0,0.0,2
-0.0134022994966869,1.0385581875616383,1.086782351233028,2.0,1.0,1.0,2
0.5252753330068014,0.2692029140960211,-1.391162070941536,2.0,1.0,2.0,1
-0.0134022994966869,1.059769105806074,-1.1528117000245632,2.0,2.0,1.0,0
0.2020687535047084,0.1654333398275762,0.4807877761186497,1.0,1.0,1.0,2
-1.1984930910043612,0.0452712526301764,0.4796634819162111,1.0,1.0,0.0,2
-1.629435197007152,-0.3276335793627463,0.4807877761186497,2.0,0.0,0.0,2
-0.0134022994966869,1.5747423831832723,2.8713183240536164,1.0,2.0,1.0,2
-0.8752865115022682,-0.7915913695337732,0.5437482514552086,2.0,2.0,0.0,2
-1.1984930910043612,1.5438946543078755,1.1789744758329892,2.0,1.0,0.0,2
-0.1211378259973846,0.5181207392081213,0.9743529309891732,1.0,2.0,1.0,2
-0.4443444054994776,-1.3687071731961915,0.6336917876502925,1.0,1.0,1.0,2
0.633010859507499,0.3867322643684675,-0.4523764119053467,2.0,1.0,2.0,1
-1.629435197007152,-2.064842555579144,0.7551155615136559,1.0,2.0,0.0,2
-0.659815458500873,0.6429522088761931,-0.9673031566222026,2.0,1.0,0.0,0
-0.5520799320001752,0.9009604275216228,-0.3646814641151398,1.0,1.0,0.0,0
-1.7371707235078495,-0.5670139424070909,-0.6435064263199002,2.0,2.0,0.0,0
-1.629435197007152,0.1442224215831406,-0.0060316135372424,1.0,0.0,0.0,0
-1.4139641440057569,1.9629468939098864,2.5045173405080394,2.0,1.0,0.0,2
-0.7675509850015706,-0.4809284123892762,-1.391162070941536,1.0,1.0,0.0,0
-1.0907575645036636,-1.0305246640436918,0.6730420847356418,2.0,1.0,0.0,2
0.5252753330068014,1.4935249327625413,-1.391162070941536,1.0,2.0,2.0,1
0.5252753330068014,1.9712921732191728,-0.6288906016881991,2.0,0.0,2.0,1
-0.659815458500873,0.0251531685810044,1.1261326483183771,2.0,1.0,0.0,2
-1.1984930910043612,1.026387988568929,-0.0262689091811362,1.0,1.0,0.0,0
-0.3366088789987799,1.3542382471480274,-1.3102128883659605,1.0,1.0,1.0,0
0.633010859507499,-0.7161361357789777,-0.9020940928807668,1.0,2.0,2.0,1
-0.1211378259973846,-0.4606613054952956,0.6662963195210104,2.0,1.0,1.0,2
-1.5216996705064545,1.2443587362424269,-0.918958505917345,2.0,2.0,0.0,0
0.4175398065061037,1.6955502360415098,0.1446238095895232,2.0,2.0,1.0,1
0.7407463860081968,0.5807103340277673,-0.0465062048250302,1.0,2.0,2.0,1
-0.5520799320001752,-0.8525913873421266,-0.831263558127138,1.0,0.0,0.0,0
-0.0134022994966869,1.9956325712045904,2.3122630318910478,2.0,1.0,1.0,2
-1.8449062500085476,-0.5060139245987375,0.6145787862088372,1.0,1.0,0.0,2
-0.2288733524980822,-0.311439763560203,-1.391162070941536,2.0,1.0,1.0,0
-0.5520799320001752,0.3615970778774033,0.1108949835163668,1.0,1.0,0.0,2
-0.8752865115022682,1.565552641086737,-0.8425065001515235,2.0,0.0,0.0,0
-0.659815458500873,0.8699140015198142,0.8596749223404411,1.0,2.0,0.0,2
-1.7371707235078495,0.433674460483202,-0.9897890406709736,1.0,2.0,0.0,0
0.5252753330068014,0.4817591650748031,-0.2275175714176367,2.0,2.0,2.0,1
-1.629435197007152,0.0647435710185107,0.4695448340942642,2.0,1.0,0.0,2
-0.8752865115022682,0.5759912772754924,0.8754150411745808,2.0,1.0,0.0,2
-1.7371707235078495,-2.4915943088296038,-1.391162070941536,1.0,2.0,0.0,0
0.5252753330068014,-0.2731905667259748,-0.4748622959541177,1.0,2.0,2.0,1
-0.5520799320001752,0.2612550290395581,-0.6322634842955147,2.0,1.0,0.0,0
-0.5520799320001752,-1.122024690756222,-0.8323878523295766,2.0,2.0,0.0,0
-0.0134022994966869,0.4053104456879497,1.886155529166837,1.0,1.0,1.0,2
-1.629435197007152,-0.1816408657318418,0.3571154138504092,1.0,0.0,0.0,2
-1.1984930910043612,1.765541298819987,-1.391162070941536,1.0,2.0,0.0,0
-0.4443444054994776,1.584279845251028,0.9338783397013852,2.0,2.0,1.0,2
0.2020687535047084,-0.441288335670167,2.2875285594373995,1.0,1.0,1.0,2
-0.1211378259973846,-0.1283403615719369,1.06204787877938,1.0,1.0,1.0,2
0.309804280005406,-0.0519413164666864,-1.391162070941536,1.0,1.0,1.0,0
-0.659815458500873,-0.4272305139765481,-0.6423821321174616,1.0,0.0,0.0,0
0.7407463860081968,0.2152566442752785,1.3262570163524392,1.0,2.0,2.0,1
-0.2288733524980822,-0.7318332087654921,-0.8942240334636968,2.0,1.0,1.0,0
0.633010859507499,-1.101757583862241,0.4009628877455127,1.0,1.0,2.0,1
-0.659815458500873,0.640170449106431,0.7731042687526727,2.0,1.0,0.0,2
-0.3366088789987799,0.6469261514044246,-1.1404444637977391,1.0,2.0,1.0,0
0.7407463860081968,-0.7775832221217572,-0.1656813902835165,2.0,1.0,2.0,1
-0.8752865115022682,0.9110443066870102,-1.391162070941536,2.0,1.0,0.0,0
0.7407463860081968,-0.6059585791837595,-1.249501001434279,2.0,2.0,2.0,1
-1.1984930910043612,0.2730278337794439,-0.3826701713541566,2.0,2.0,0.0,0
0.2020687535047084,0.8364832100010667,-1.391162070941536,1.0,1.0,1.0,0
-1.4139641440057569,-0.0119038454947541,1.73662440024251,1.0,2.0,0.0,2
-1.8449062500085476,0.4732648629207083,-1.391162070941536,2.0,2.0,0.0,0
-0.1211378259973846,-0.4915587086522954,-0.5929131872101655,2.0,2.0,1.0,0
-1.629435197007152,-0.1736929806753788,0.0490588023822465,2.0,1.0,0.0,0
-0.5520799320001752,-0.1830317456167228,1.521884207576747,2.0,1.0,0.0,2
-0.4443444054994776,-0.720209426870415,-1.391162070941536,2.0,1.0,1.0,0
0.633010859507499,-0.1541213137238387,1.20933041929883,1.0,2.0,2.0,1
-0.0134022994966869,-1.5170345780624324,-0.0869807961128179,1.0,1.0,1.0,0
-1.5216996705064545,-0.4664731964428341,-1.2022806449318597,2.0,1.0,0.0,0
-0.0134022994966869,-0.2615171105492949,0.4212001833894065,2.0,1.0,1.0,2
-1.4139641440057569,-0.2330040729092339,0.1255108081480679,1.0,0.0,0.0,2
0.7407463860081968,-0.2183998341179831,-0.7728002596003335,2.0,2.0,2.0,1
-0.2288733524980822,-0.0398704660371833,-0.0195231439665049,1.0,1.0,1.0,0
-1.8449062500085476,0.4978039580325377,-0.5310770060760452,2.0,2.0,0.0,0
0.309804280005406,0.8903301312586035,0.0299458009407912,1.0,1.0,1.0,1
-0.4443444054994776,-0.6240400176872128,0.6460590238771166,1.0,2.0,1.0,2
-0.3366088789987799,-1.1738846407496428,1.6849068669303366,2.0,2.0,1.0,2
-0.983022038002966,-1.0137347568619135,-1.391162070941536,1.0,2.0,0.0,0
-0.3366088789987799,-0.4625489281962055,2.299895795664224,2.0,1.0,1.0,2
-0.1211378259973846,-0.3281303221787752,-1.391162070941536,2.0,2.0,1.0,0
0.7407463860081968,-0.7434569906605693,-0.269116456907863,2.0,1.0,2.0,1
0.633010859507499,-1.2661794559678192,0.5628612528966639,1.0,2.0,2.0,1
-1.5216996705064545,-0.4316515250392057,0.217702932748029,1.0,2.0,0.0,2
-0.659815458500873,0.2017452396792914,-0.7986590262564202,1.0,1.0,0.0,0
-1.4139641440057569,0.6126508970984279,-0.3320769322444218,2.0,2.0,0.0,0
-1.4139641440057569,-0.5322916195666683,-0.6525007799394086,2.0,2.0,0.0,0
-0.7675509850015706,-0.3887826200159084,-0.7604330233735094,2.0,1.0,0.0,0
-1.306228617505059,-0.899136189204038,0.857426333935564,2.0,2.0,0.0,2
-1.1984930910043612,-0.0097181771042268,0.3031492921333588,2.0,2.0,0.0,2
0.633010859507499,-0.8213959384955094,-0.8773596204271186,2.0,2.0,2.0,1
-0.4443444054994776,0.5908935617563604,0.9136410440574916,1.0,0.0,1.0,2
0.633010859507499,-1.7527390442681627,0.2469345820114313,2.0,1.0,2.0,1
-0.7675509850015706,-0.3357801615456209,0.8158274484453376,1.0,1.0,0.0,2
-0.5520799320001752,0.3206654698366189,0.610081609399083,2.0,1.0,0.0,2
-1.7371707235078495,0.2041296051962303,-1.0302636319587617,2.0,2.0,0.0,0
0.7407463860081968,2.6873096868136828,-0.7278284915027915,2.0,2.0,2.0,1
-1.1984930910043612,0.3690482201178373,0.7416240310843933,1.0,1.0,0.0,2
0.2020687535047084,-0.9760319771253174,0.587595725350312,1.0,2.0,1.0,2
-1.5216996705064545,-0.0733509318375336,-0.121833916388413,1.0,2.0,0.0,0
-1.0907575645036636,-1.7431519079188045,0.0333186835481068,1.0,2.0,0.0,0
0.2020687535047084,-0.0585479959198713,1.338624252579263,1.0,2.0,1.0,2
0.4175398065061037,-0.806145934043421,-0.7638059059808251,2.0,0.0,1.0,0
0.309804280005406,0.9309140193281676,0.5167651905966834,2.0,2.0,1.0,2
0.0943332270040107,-0.524443083073411,-0.3253311670297906,1.0,1.0,1.0,0
-0.5520799320001752,-0.0945121758003663,-0.3433198742688074,1.0,2.0,0.0,0
-0.4443444054994776,-0.6099325217119911,1.137375590342763,1.0,0.0,1.0,2
-0.8752865115022682,1.7490494373278265,0.8293189788746002,2.0,2.0,0.0,2
-0.7675509850015706,-0.2976303132745985,0.8169517426477761,2.0,2.0,0.0,2
-1.7371707235078495,1.8421390410516487,1.3689801960451042,2.0,1.0,0.0,2
0.7407463860081968,0.8303732733639109,-0.0746135598859939,1.0,1.0,2.0,1
-0.983022038002966,0.5004366949574911,0.6685449079258876,2.0,2.0,0.0,2
-0.1211378259973846,0.3878250985637311,-0.446754940893154,2.0,2.0,1.0,0
-1.629435197007152,0.4127119136467809,0.2660475834528867,1.0,2.0,0.0,2
0.633010859507499,-1.8936153068939687,-0.244381984454215,2.0,2.0,2.0,1
-1.306228617505059,-0.2555561967569476,0.0108327994993358,1.0,2.0,0.0,0
-1.4139641440057569,0.8611713279577049,0.5707313123137338,2.0,2.0,0.0,2
-1.4139641440057569,-0.0270545013836367,-1.0178963957319374,1.0,2.0,0.0,0
0.4175398065061037,-1.3745190641437304,2.253799733364243,2.0,2.0,1.0,2
-0.3366088789987799,-0.0305813753774422,-1.2292637057903848,2.0,1.0,1.0,0
0.5252753330068014,1.7145258116138151,-1.391162070941536,2.0,0.0,2.0,1
-0.1211378259973846,1.2602545063553527,1.2037089482866374,2.0,1.0,1.0,2
-0.983022038002966,-0.0401188374451977,0.792217270194128,1.0,2.0,0.0,2
-1.629435197007152,0.966729176363854,0.6033358441844516,1.0,2.0,0.0,2
0.2020687535047084,-0.3426352124068202,0.6078330209942059,1.0,0.0,1.0,2
-0.1211378259973846,-1.6712732224394171,-0.111715268566466,1.0,2.0,1.0,0
